"regionID","constellationID","solarSystemID","solarSystemName","x","y","z","xMin","xMax","yMin","yMax","zMin","zMax","luminosity","border","fringe","corridor","hub","international","regional","constellation","security","factionID","radius","sunTypeID","securityClass"
10000001,20000002,30000011,"Shenela","-6.957546333485519e+16","5.7122325440514736e+16","-8.065983520284456e+16","-6.957563654988464e+16","-6.9574314401968336e+16","5.712224440267099e+16","5.7122337658314496e+16","8.065780563947107e+16","8.066039679171966e+16","0.0138",True,False,True,False,False,False,NULL,"0.4569593547354032",500007,"1295576124296",45040,"B1"
10000001,20000002,30000012,"Asabona","-8.878707829977315e+16","5.753035451398371e+16","-9.630907510391146e+16","-8.879139739000725e+16","-8.878620190969338e+16","5.753025552627317e+16","5.7530842192169536e+16","9.630739063130176e+16","9.631354153476109e+16","0.7113",True,False,True,False,False,False,NULL,"0.3228842724505184",500007,"3075451729664",3799,"B2"
10000001,20000002,30000013,"Onsooh","-8.177874262836205e+16","6.025269366195689e+16","-8.663542662617672e+16","-8.1778794870618e+16","-8.177515164960278e+16","6.025253602999993e+16","6.025269596348333e+16","8.662910736724256e+16","8.663604433856886e+16","0.9844",False,False,False,True,False,False,NULL,"0.4428166328867634",500007,"3468485663152",45047,"B2"
10000001,20000002,30000014,"Shamahi","-7.775070973842114e+16","7.172253343511029e+16","-8.792201089000386e+16","-7.775237531350622e+16","-7.774822059591693e+16","7.1722505254969416e+16","7.1722575240330384e+16","8.791946141631611e+16","8.792823763995238e+16","0.569",True,False,False,True,False,False,NULL,"0.3552422910759415",500007,"4388111818136",3797,"B2"
10000001,20000002,30000015,"Sendaya","-7.503588547523984e+16","4.7720998611999976e+16","-9.51724082940452e+16","-7.503630294408885e+16","-7.503490994749699e+16","4.772093904264711e+16","4.772102410701919e+16","9.516988900728338e+16","9.517555927905294e+16","0.08104",True,False,False,True,False,False,NULL,"0.293932972095294",500007,"2835135884784",45037,"B2"
10000001,20000002,30000016,"Nazhgete","-8.363115529669693e+16","6.372378539716029e+16","-8.981378994851386e+16","-8.363155214216e+16","-8.362879022437826e+16","6.372377187116371e+16","6.3723864808341896e+16","8.98136168926928e+16","8.981644509353197e+16","0.01396",False,True,False,False,False,False,NULL,"0.3914970556839353",500007,"1414100419584",45039,"B2"
10000001,20000003,30000017,"Futzchag","-6.409858396852948e+16","4.127197346556516e+16","-1.0113923037751885e+17","-6.410088346706175e+16","-6.409261751533692e+16","4.1271618432199816e+16","4.127289932877005e+16","1.0113852228668056e+17","1.0114306658558659e+17","0.7871",False,False,False,True,False,False,NULL,"0.1722285597675846",500007,"4132975862416",3801,"B3"
10000001,20000003,30000018,"Kazna","-7.014242469124625e+16","3.848858215319037e+16","-9.672041010692437e+16","-7.0146352582010976e+16","-7.014134034255319e+16","3.8488413727223504e+16","3.848919224968433e+16","9.671729229477741e+16","9.6720853302116e+16","1.501",True,False,False,True,False,False,NULL,"0.2312626250401885",500007,"2506119728892",3799,"B3"
10000001,20000003,30000019,"Podion","-5.870985780161632e+16","2.6044509386392232e+16","-1.0152899515906787e+17","-5.871036738195912e+16","-5.870938075675276e+16","2.6044417015128672e+16","2.6044595861270284e+16","1.0152713494369307e+17","1.0153237586562744e+17","0.07842",False,True,False,False,False,False,NULL,"0.1097049725986509",500007,"2620460967184",45037,"B3"
10000001,20000003,30000020,"Lilmad","-7.285538031992386e+16","5.290992611443577e+16","-1.0816527393547989e+17","-7.285810667609624e+16","-7.284757159035026e+16","5.2908524213109664e+16","5.291041806702783e+16","1.0816442869067026e+17","1.0817012518910357e+17","1.172",False,True,False,False,False,False,NULL,"0.1604491933025002",500007,"5267542872992",3797,"B3"
10000001,20000003,30000021,"Kuharah","-7.437981085374782e+16","3.2538969531086932e+16","-1.0053118849015414e+17","-7.438459592312198e+16","-7.437772285650494e+16","3.2538644411469616e+16","3.2539111294772296e+16","1.0052964827542894e+17","1.0054034563373824e+17","2.566",False,False,True,False,False,False,NULL,"0.1897052831056812",500007,"5348679154648",45046,"B3"
10000001,20000003,30000022,"Jayneleb","-6.0839427954196584e+16","3.3031790950289316e+16","-1.0545872610447746e+17","-6.084658987831288e+16","-6.083480196473595e+16","3.3031148123022572e+16","3.3032207063566312e+16","1.0545477342106965e+17","1.0546244862945214e+17","0.1426",False,False,True,False,False,False,NULL,"0.1138399569959028",500007,"5893956788464",45032,"B3"
10000001,20000004,30000023,"Fovihi","-8.155334411225115e+16","5.0451257411607416e+16","-5.115463388098365e+16","-8.155471936349088e+16","-8.155322363220354e+16","5.0451104540208784e+16","5.045127085647108e+16","5.115001379293053e+16","5.1155952361428824e+16","1.08",True,False,False,True,False,False,NULL,"0.8693943492210876",500007,"2969284249148",45034,"B"
10000001,20000004,30000024,"Kiereend","-7.747908091114275e+16","5.1134179715466936e+16","-4.788523348249821e+16","-7.747973628240154e+16","-7.747887410125166e+16","5.113414711088048e+16","5.113428300216279e+16","4.78846048395632e+16","4.7887530200825064e+16","0.01944",False,False,False,True,False,False,NULL,"0.8408345483229294",500007,"1462680630932",45031,"B"
10000001,20000004,30000025,"Rashy","-7.418105877087832e+16","5.099879015889971e+16","-4.4291930310919944e+16","-7.418327372183125e+16","-7.418037576849445e+16","5.0998574081360176e+16","5.099885678827603e+16","4.4287302661417616e+16","4.4293392527686824e+16","0.1276",False,False,False,True,False,False,NULL,"0.803265994106465",500007,"3044933134604",7,"B"
10000001,20000004,30000026,"Ordize","-6.687460233234401e+16","4.7305539439210576e+16","-4.160445137985507e+16","-6.6879408587107944e+16","-6.687284381104504e+16","4.730517423362465e+16","4.730567306024395e+16","4.1600708274942496e+16","4.1610186873257936e+16","0.2079",False,False,False,True,False,False,NULL,"0.6955641731383873",500007,"4739299157720",3798,"B1"
10000001,20000004,30000027,"Psasa","-7.21838857853403e+16","4.298440986541261e+16","-4.508120399361841e+16","-7.218747550043531e+16","-7.218351456916622e+16","4.298438240707876e+16","4.298441271568032e+16","4.507930493133096e+16","4.5081426788826656e+16","0.4201",False,False,False,True,False,False,NULL,"0.7499132887868195",500007,"1980465634544",45033,"B1"
10000001,20000004,30000028,"Eshtah","-7.122358422866195e+16","5.075278594118893e+16","-4.648268720726097e+16","-7.122704304886588e+16","-7.121700993656751e+16","5.07514954597456e+16","5.075346379618699e+16","4.648234094358036e+16","4.648424601835261e+16","0.1457",True,False,False,True,False,False,NULL,"0.768432631428651",500007,"5016556149184",45032,"B"
10000001,20000004,30000029,"Lachailes","-6.1418700963258216e+16","3.9508226756646336e+16","-3.634637513295088e+16","-6.142047525158533e+16","-6.1418700663658216e+16","3.9508226457046336e+16","3.950828097840885e+16","3.634624867860403e+16","3.634784144581197e+16","0.1283",False,False,True,False,False,False,NULL,"0.5730512267921072",500007,"887293963556",45047,"B1"
10000001,20000004,30000030,"Kasrasi","-5.9932279484657984e+16","4.323341119712929e+16","-4.156472450539657e+16","-5.9932402213803424e+16","-5.993048939307481e+16","4.3233081024525024e+16","4.323343383405871e+16","4.156271314312156e+16","4.1565360117674656e+16","0.1629",True,False,False,True,False,False,NULL,"0.5730756770113123",500007,"1323487276548",45030,"B1"
10000001,20000005,30000031,"Mohas","-8.093136839139773e+16","2.6612451671200672e+16","-2.6174170930793528e+16","-8.093183713955184e+16","-8.09302140517284e+16","2.6612382705341424e+16","2.6612620923956424e+16","2.6173234348555412e+16","2.6175801654655892e+16","0.01956",False,False,True,False,False,False,NULL,"0.6817834382090477",500007,"1283653050240",7,"B1"
10000001,20000005,30000032,"Hasiari","-8.789571022760947e+16","3.9062466382135416e+16","-2.6800575462533416e+16","-8.789771353199451e+16","-8.789412635676251e+16","3.906244918306501e+16","3.906248813645825e+16","2.680045118003764e+16","2.6802251912518856e+16","0.07863",True,False,False,True,False,False,NULL,"0.7981876170552368",500007,"1793587616000",3797,"B"
10000001,20000005,30000033,"Radima","-8.666970944770184e+16","3.0253891492190176e+16","-2.3109218639605172e+16","-8.66712254678684e+16","-8.66638063537756e+16","3.0253169597607608e+16","3.0254078146926372e+16","2.3108674216347196e+16","2.3111736228151024e+16","0.4925",False,False,True,False,False,False,NULL,"0.7539199523500497",500007,"3709557046400",45036,"B"
10000001,20000005,30000034,"Alkez","-8.060564480316384e+16","3.6589580336539304e+16","-2.2409023277357064e+16","-8.06091637979271e+16","-8.06053297285135e+16","3.6589537572663536e+16","3.659005794553833e+16","2.2406313559613724e+16","2.2409251534718804e+16","0.06291",False,True,False,False,False,False,NULL,"0.7821229098512418",500007,"1917034706800",45032,"B"
10000001,20000005,30000035,"Nimambal","-7.897292910839507e+16","2.202169573376636e+16","-3.0437697744700284e+16","-7.897413194915104e+16","-7.896943565503598e+16","2.2021057088713292e+16","2.202191562748364e+16","3.0436115280282044e+16","3.0438466710869392e+16","0.1721",True,False,False,True,False,False,NULL,"0.5940505702561383",500007,"2348147057528",45047,"B1"
10000001,20000005,30000036,"Yishinoon","-6.9082798590931976e+16","1.519464137195262e+16","-2.8780877400953408e+16","-6.908953361313757e+16","-6.9081769766190896e+16","1.5194614362048134e+16","1.519481818755187e+16","2.8780199606184804e+16","2.8785266289061256e+16","2.257",False,False,True,False,False,False,NULL,"0.4247181820393805",500007,"3881923473336",3801,"B2"
10000001,20000005,30000037,"Uplingur","-6.6223420001742984e+16","1.6326050663711196e+16","-2.5730407026952496e+16","-6.6229063366368584e+16","-6.622313196633621e+16","1.6324942400831946e+16","1.6326107229697102e+16","2.5722512497311864e+16","2.5730463503132492e+16","1.063",True,False,True,False,True,True,NULL,"0.4220693149316711",500007,"3975502910314",6,"B2"
10000001,20000006,30000038,"Dooz","-6.2127277592377584e+16","4.875995123041205e+16","-7.706187515875211e+16","-6.2127754165912936e+16","-6.212603990699216e+16","4.8759932220076824e+16","4.876000060042613e+16","7.706055299557138e+16","7.70622189789779e+16","0.03159",True,False,False,True,False,False,NULL,"0.4237288551862491",500007,"857129460388",45037,"B2"
10000001,20000006,30000039,"Bayuka","-5.977935676587387e+16","3.912311895129028e+16","-7.322427377857546e+16","-5.978413979264721e+16","-5.9777551677311744e+16","3.912298669346183e+16","3.9123471026820736e+16","7.322128068435758e+16","7.322618448153512e+16","1.563",False,False,False,True,False,False,NULL,"0.4007220364848294",500007,"3294057667732",10,"B2"
10000001,20000006,30000040,"Uzistoon","-5.789308429371344e+16","4.583302187999775e+16","-7.483802356900438e+16","-5.789431549051851e+16","-5.7890108516821064e+16","4.583298279628465e+16","4.583311572132344e+16","7.483672121282187e+16","7.483809242943253e+16","0.02003",False,False,False,True,False,False,NULL,"0.3906456008221982",500007,"2103486848724",45032,"B2"
10000001,20000006,30000041,"Bairshir","-5.9500536638628784e+16","3.0602000215019544e+16","-7.0450499247601536e+16","-5.950061249994316e+16","-5.949932957820693e+16","3.0601911106546596e+16","3.0602005874279772e+16","7.045045923908433e+16","7.0454679996837056e+16","0.03449",False,False,True,False,False,False,NULL,"0.3640877470149704",500007,"2110378876364",45040,"B2"
10000001,20000006,30000042,"Moh","-6.267405916787377e+16","3.376829020631522e+16","-6.424575732571475e+16","-6.2678450637471304e+16","-6.266855763076856e+16","3.3767695127164544e+16","3.376903303667824e+16","6.424000398570299e+16","6.424575813691475e+16","4.216",False,True,False,False,False,False,NULL,"0.4728350039371306",500007,"4946503351372",3796,"B1"
10000001,20000006,30000043,"Sari","-6.27794236677204e+16","5.2039434306573576e+16","-8.184614589234757e+16","-6.278016045862195e+16","-6.2777608923875456e+16","5.2039433737863584e+16","5.2039434615873576e+16","8.184290935178462e+16","8.184776215574048e+16","0.08784",True,False,False,True,False,False,NULL,"0.3793431216886645",500007,"2426401977928",3798,"B2"
10000001,20000007,30000044,"Faspera","-8.727578706183766e+16","2.4422502349262536e+16","-1.0730673938960096e+17","-8.727621321368096e+16","-8.727452723750528e+16","2.4422435839313e+16","2.4422698965453556e+16","1.0730616649873819e+17","1.0730756088361829e+17","0.1176",False,False,True,False,False,False,NULL,"0.1282584758085201",500007,"842988087840",3796,"B3"
10000001,20000007,30000045,"Jaymass","-8.288795375333314e+16","3.2277060913727688e+16","-9.963039632049189e+16","-8.289009394934554e+16","-8.288315822134411e+16","3.227666662681788e+16","3.2277944147527508e+16","9.962814654336694e+16","9.96306596214897e+16","0.4019",False,False,False,True,False,False,NULL,"0.2163113397675223",500007,"3467864000712",45047,"B3"
10000001,20000007,30000046,"Mifrata","-7.863992961677798e+16","4.264046011281664e+16","-9.454957182435626e+16","-7.864422785157678e+16","-7.863936485567438e+16","4.264038499794341e+16","4.26410317868602e+16","9.454817869505914e+16","9.45523482171083e+16","0.07162",True,False,False,True,False,False,NULL,"0.3038029901318554",500007,"2431497951200",45033,"B2"
10000001,20000007,30000047,"Majamar","-7.33814671362281e+16","3.3974076985768544e+16","-8.412483528285221e+16","-7.338804366375192e+16","-7.338132323041706e+16","3.39740511030636e+16","3.3975259827072084e+16","8.411583672219051e+16","8.412849948784574e+16","2.674",False,False,True,False,False,False,NULL,"0.3691862576585916",500007,"6331382827616",45034,"B2"
10000001,20000007,30000048,"Ihal","-8.481135981844538e+16","4.716875643076157e+16","-8.406008047722565e+16","-8.481977976348533e+16","-8.481063223789613e+16","4.716863164147843e+16","4.7168767219903096e+16","8.405434532910238e+16","8.406370380727475e+16","1.209",True,False,False,True,False,False,NULL,"0.492701244651463",500007,"4679239086184",45036,"B1"
10000001,20000007,30000049,"Camal","-8.939306763205624e+16","4.0323443484050264e+16","-1.0350584122718694e+17","-8.939441309321802e+16","-8.939120723470146e+16","4.032329504123111e+16","4.0323648749327056e+16","1.0350547923601411e+17","1.0350682040180517e+17","0.03307",False,True,False,False,False,False,NULL,"0.2129768849215417",500007,"1602929258280",45037,"B3"
10000001,20000007,30000050,"Fera","-7.42992241526389e+16","3.9382745820237064e+16","-7.899933276638717e+16","-7.429952384477598e+16","-7.429878463862488e+16","3.9382734925162664e+16","3.9382761801316864e+16","7.899933268418717e+16","7.900021455829907e+16","0.01737",False,True,False,False,False,False,NULL,"0.4772463535388862",500007,"440937055952",3799,"B1"
10000001,20000008,30000051,"Juddi","-8.169602980375522e+16","4.331247492658281e+16","-7.1958178282436296e+16","-8.169883641423251e+16","-8.169541232693954e+16","4.331216528267181e+16","4.331254305096143e+16","7.195633114352221e+16","7.1963659408042584e+16","0.3352",True,False,False,True,False,False,NULL,"0.6491366386060877",500007,"3664132260188",45047,"B1"
10000001,20000008,30000052,"Maspah","-8.42981695227803e+16","4.0933231824812016e+16","-5.766550447786951e+16","-8.430102033099757e+16","-8.429638347585986e+16","4.0932923005174584e+16","4.0933423310672056e+16","5.766324958587399e+16","5.7666307703166144e+16","0.2775",True,False,False,True,False,False,NULL,"0.7999009765168985",500007,"2318427568856",3799,"B"
10000001,20000008,30000053,"Ibaria","-8.50008275831593e+16","4.3133101361465056e+16","-6.686116876340741e+16","-8.500159595630394e+16","-8.50008275046593e+16","4.3132987092657624e+16","4.3133101439965056e+16","6.686091778633827e+16","6.6861300027079224e+16","0.01782",False,False,True,False,False,False,NULL,"0.7309787224876795",500007,"384225822320",45038,"B1"
10000001,20000008,30000054,"Shala","-8.503960542692957e+16","3.3253850385570632e+16","-5.7833924355980576e+16","-8.504157178305253e+16","-8.503702341545386e+16","3.3253473619414616e+16","3.3254137315552844e+16","5.78308021561258e+16","5.783774566283313e+16","0.1749",False,False,True,False,False,False,NULL,"0.7155637584087694",500007,"3471753353664",45036,"B1"
10000001,20000008,30000055,"Zemalu","-7.835300594262326e+16","3.7708303599870296e+16","-5.844188531836505e+16","-7.835323814577466e+16","-7.835203382181944e+16","3.770827014909175e+16","3.770844363936267e+16","5.844024761976229e+16","5.8442797566572616e+16","0.04283",False,False,True,False,False,False,NULL,"0.7251585253233175",500007,"1274973405164",45041,"B1"
10000001,20000008,30000056,"Khankenirdia","-7.64479845926271e+16","4.232339607078725e+16","-7.1495345478719416e+16","-7.64505271620857e+16","-7.644396477735093e+16","4.232313566222076e+16","4.232380777927877e+16","7.149230537119405e+16","7.149871721787984e+16","0.05294",False,True,False,False,False,False,NULL,"0.6135958354465538",500007,"3281192367384",7,"B1"
10000001,20000009,30000057,"Nikh","-8.571443260500213e+16","6.648518058094315e+16","-6.1024775895002304e+16","-8.571707076487723e+16","-8.570893927816765e+16","6.6484350424289856e+16","6.6485580711435264e+16","6.101951589660288e+16","6.1028713131410216e+16","0.1239",True,False,False,True,False,False,NULL,"0.7741984605166469",500007,"4598617403668",7,"B"
10000001,20000009,30000058,"Amphar","-8.150626040881208e+16","7.194205856945189e+16","-6.0077264184929176e+16","-8.150657480111176e+16","-8.150405516965016e+16","7.194203999221591e+16","7.194218977460731e+16","6.0075146847528016e+16","6.0077865972822704e+16","0.01216",True,False,False,True,False,False,NULL,"0.7021869949805655",500007,"1359562647344",3800,"B1"
10000001,20000009,30000059,"Salashayama","-7.846214449583966e+16","7.572174493931558e+16","-5.3501874200793544e+16","-7.846251379878856e+16","-7.846178892222763e+16","7.57216769974531e+16","7.572181550561891e+16","5.3499264600324424e+16","5.350321847783257e+16","0.01616",False,False,True,False,False,False,NULL,"0.6655862313997052",500007,"1976938754072",3800,"B1"
10000001,20000009,30000060,"Janus","-6.701972313444768e+16","7.514550647754029e+16","-5.675170543509787e+16","-6.702080644473904e+16","-6.7015725982405624e+16","7.51451411278207e+16","7.514560524300011e+16","5.6751047625921576e+16","5.675291295736441e+16","0.07187",False,False,False,True,False,False,NULL,"0.5455705452749011",500007,"2540231166708",45033,"B1"
10000001,20000009,30000061,"Agha","-8.552912880512277e+16","6.858591409281496e+16","-6.469072039261265e+16","-8.552917916315571e+16","-8.55262926042552e+16","6.858576597845695e+16","6.858591673750335e+16","6.469012257443975e+16","6.469196980677375e+16","0.01005",False,True,False,False,False,False,NULL,"0.7187826207898866",500007,"1443279450256",3800,"B1"
10000001,20000009,30000062,"Iosantin","-6.0426349382586624e+16","7.528021707827526e+16","-5.9383802160235896e+16","-6.0426434609711224e+16","-6.0424583799533544e+16","7.52802129781179e+16","7.528030201393846e+16","5.938374023255383e+16","5.938573665692725e+16","0.01804",False,False,False,True,False,False,NULL,"0.4503433500980485",500007,"998212186708",45039,"B1"
10000001,20000009,30000063,"Orva","-5.8831333756248456e+16","6.50717915302942e+16","-5.8535541425382344e+16","-5.883711315811512e+16","-5.8830206256882544e+16","6.5071519567848024e+16","6.5071844742488504e+16","5.8535331754139544e+16","5.853782217931405e+16","0.5037",False,False,False,True,False,False,NULL,"0.5099495888277754",500007,"3453450616288",3797,"B1"
10000001,20000009,30000064,"Zet","-6.1899112908873624e+16","6.3390250691681096e+16","-5.777898723806219e+16","-6.190128971865776e+16","-6.1897185418720344e+16","6.338990126688091e+16","6.3390648038800376e+16","5.777783619388725e+16","5.7785121393701416e+16","0.144",True,False,False,True,False,False,NULL,"0.5696976611525619",500007,"3642599907084",7,"B1"
10000001,20000009,30000065,"Akhrad","-5.546781009211979e+16","7.504194750206805e+16","-6.566784701638797e+16","-5.546824342220732e+16","-5.546205555550351e+16","7.504172351659499e+16","7.504196437770338e+16","6.5665232625321184e+16","6.566943944605743e+16","0.3348",True,False,False,True,False,False,NULL,"0.3584765247599938",500007,"3093933351904",45030,"B2"
10000001,20000009,30000066,"Pirohdim","-6.6053705321788104e+16","6.001669415271251e+16","-6.083033491380001e+16","-6.605814615909208e+16","-6.605052646040527e+16","6.0016268634498744e+16","6.001728508402249e+16","6.082155561678805e+16","6.0835324498204816e+16","0.6256",False,False,True,False,False,False,NULL,"0.6286960900119156",500007,"6884440708384",3802,"B1"
10000001,20000009,30000067,"Sharir","-6.0941548092406936e+16","7.799567785163371e+16","-6.56721581177466e+16","-6.0941811070028296e+16","-6.0939530306288664e+16","7.799566122350454e+16","7.799580592519138e+16","6.5666796126326e+16","6.567344613861985e+16","0.5506",False,False,True,False,False,False,NULL,"0.3968486870350755",500007,"3325006146924",3797,"B2"
10000001,20000009,30000068,"Usroh","-8.351186432023406e+16","7.863195787983186e+16","-6.373976200845265e+16","-8.351456421329517e+16","-8.351170972831416e+16","7.863187169062808e+16","7.863196281665064e+16","6.3739393593247064e+16","6.374084917233389e+16","0.02819",False,False,True,False,False,False,NULL,"0.5974575080933879",500007,"1427242490504",45033,"B1"
10000001,20000009,30000069,"Thiarer","-6.003825460121836e+16","5.6960319635112784e+16","-6.157440456287181e+16","-6.0038544702883656e+16","-6.003568344138081e+16","5.6960262958222984e+16","5.6960821917952464e+16","6.1573138075303224e+16","6.157521593553389e+16","0.09048",False,False,False,True,False,False,NULL,"0.5420327808411376",500007,"1430630751424",45037,"B1"
10000001,20000010,30000070,"Gomati","-1.0246609327815549e+17","6.173912298712665e+16","-9.280534132105992e+16","-1.0246699765263469e+17","-1.0246309599508494e+17","6.173901713670059e+16","6.173915492591108e+16","9.280480980217682e+16","9.280646455425592e+16","0.02424",True,False,False,True,False,False,NULL,"0.3874213237952314",500007,"1950828774872",45032,"B2"
10000001,20000010,30000071,"Jangar","-1.0371110410332934e+17","7.163600238967047e+16","-8.169620636776923e+16","-1.0371221248308243e+17","-1.0370954578184123e+17","7.1635753963321984e+16","7.163617908563097e+16","8.16961207036625e+16","8.16978872209573e+16","0.1145",False,True,False,False,False,False,NULL,"0.5273286254232467",500007,"1333350620600",3799,"B1"
10000001,20000010,30000072,"Nakah","-1.1577653114155181e+17","8.177696734270227e+16","-9.82266692740087e+16","-1.1577706881974792e+17","-1.1577577787092224e+17","8.17768813473792e+16","8.177702872787891e+16","9.82262523952964e+16","9.822699297493976e+16","0.01538",True,False,False,True,True,True,NULL,"0.3638643384360537",500007,"645474412840",3799,"B2"
10000001,20000010,30000073,"Irshah","-9.532344398614442e+16","6.0897202373633304e+16","-8.945440151234107e+16","-9.532881008435658e+16","-9.532178539440526e+16","6.0896928689934584e+16","6.089808783688363e+16","8.945026782113843e+16","8.945625186535134e+16","0.15",True,False,False,True,False,False,NULL,"0.4295066450474929",500007,"3512344975656",45031,"B2"
10000001,20000010,30000074,"Hasateem","-1.091248839501557e+17","6.864747352409683e+16","-9.182298399211054e+16","-1.0912825895778842e+17","-1.0912408011643171e+17","6.864746353221079e+16","6.8647515508100664e+16","9.182093682781514e+16","9.182381608058173e+16","0.0101",False,False,False,True,False,False,NULL,"0.4264964119609094",500007,"2089420678352",3800,"B2"
10000001,20000010,30000075,"Assah","-1.1565501840286581e+17","7.411214598663168e+16","-1.0318839407144048e+17","-1.1565668104219992e+17","-1.1565266642153667e+17","7.411188739161755e+16","7.411232743875373e+16","1.0318353156131589e+17","1.0318889391671018e+17","0.3229",True,False,False,True,False,True,NULL,"0.2978021987075381",500007,"2681177697144",6,"B2"
10000001,20000011,30000076,"Tidacha","-9.66661314253909e+16","6.506565672868595e+16","-5.620877148107921e+16","-9.666654811573005e+16","-9.666213217591744e+16","6.5065442897209816e+16","6.5065679289751584e+16","5.62081503680832e+16","5.6210554611892384e+16","0.1989",True,False,False,True,False,False,NULL,"0.8200990448245785",500007,"2207969906304",3798,"B"
10000001,20000011,30000077,"Odlib","-1.0058046452832643e+17","6.171174751997439e+16","-5.5983784947667704e+16","-1.0058102990847949e+17","-1.0057859871172858e+17","6.171156305100821e+16","6.1711803418018464e+16","5.5980149383841616e+16","5.5985210254675576e+16","0.2979",False,False,False,True,False,False,NULL,"0.8245166008988138",500007,"2530435416980",3799,"B"
10000001,20000011,30000078,"Jofan","-1.0734399436971454e+17","6.015324857663485e+16","-5.5559557102143304e+16","-1.073476904982548e+17","-1.0734360806829957e+17","6.015324376359293e+16","6.015329458245277e+16","5.555359265102571e+16","5.5560560729688024e+16","0.4978",False,False,True,False,False,False,NULL,"0.779548203790202",500007,"3484039331156",45036,"B"
10000001,20000011,30000079,"Milu","-9.606609376746579e+16","6.8304706530540304e+16","-6.0042819513443584e+16","-9.606808959000394e+16","-9.606542621463582e+16","6.830468564034965e+16","6.8304768978757224e+16","6.0041278162926464e+16","6.0045296263308616e+16","0.01022",False,True,False,False,False,False,NULL,"0.7696253176133432",500007,"2009050191076",3800,"B"
